District,Year-Month,Total_Precipitation_mm,Mean_Temperature_C
Trincomalee,2011-12,247.80,25.73
Trincomalee,2012-01,43.90,25.30
Trincomalee,2012-02,43.10,26.07
Trincomalee,2012-03,16.20,27.57
Trincomalee,2012-04,78.00,28.15
Trincomalee,2012-05,3.30,30.12
Trincomalee,2012-06,1.90,29.76
Trincomalee,2012-07,40.20,29.30
Trincomalee,2012-08,9.30,29.45
Trincomalee,2012-09,39.80,29.17
Trincomalee,2012-10,612.70,26.87
Trincomalee,2012-11,218.50,26.23
Trincomalee,2012-12,281.30,25.70
Trincomalee,2013-01,220.70,25.58
Trincomalee,2013-02,86.10,26.09
Trincomalee,2013-03,81.00,27.11
Trincomalee,2013-04,27.10,28.99
Trincomalee,2013-05,29.70,29.56
Trincomalee,2013-06,9.20,28.85
Trincomalee,2013-07,33.60,28.61
Trincomalee,2013-08,46.40,28.38
Trincomalee,2013-09,23.50,28.27
Trincomalee,2013-10,52.90,28.40
Trincomalee,2013-11,143.00,26.10
Trincomalee,2013-12,222.20,25.39
Trincomalee,2014-01,224.00,24.94
Trincomalee,2014-02,22.80,25.90
Trincomalee,2014-03,20.40,27.35
Trincomalee,2014-04,29.30,28.78
Trincomalee,2014-05,98.30,28.88
Trincomalee,2014-06,2.90,30.15
Trincomalee,2014-07,9.00,29.70
Trincomalee,2014-08,94.40,28.43
Trincomalee,2014-09,77.00,28.54
Trincomalee,2014-10,181.10,27.05
Trincomalee,2014-11,369.00,25.88
Trincomalee,2014-12,665.60,25.19
Trincomalee,2015-01,31.90,25.58
Trincomalee,2015-02,116.70,25.56
Trincomalee,2015-03,58.20,26.96
Trincomalee,2015-04,51.80,28.07
Trincomalee,2015-05,91.20,28.63
Trincomalee,2015-06,19.50,29.38
Trincomalee,2015-07,13.90,29.54
Trincomalee,2015-08,27.30,29.25
Trincomalee,2015-09,122.80,28.33
Trincomalee,2015-10,313.00,27.03
Trincomalee,2015-11,463.60,26.15
Trincomalee,2015-12,294.00,26.13
Trincomalee,2016-01,46.90,26.21
Trincomalee,2016-02,44.60,26.91
Trincomalee,2016-03,23.50,28.00
Trincomalee,2016-04,8.30,29.91
Trincomalee,2016-05,221.80,28.87
Trincomalee,2016-06,2.60,29.31
Trincomalee,2016-07,44.90,29.14
Trincomalee,2016-08,32.90,29.14
Trincomalee,2016-09,9.50,29.34
Trincomalee,2016-10,70.60,28.71
Trincomalee,2016-11,229.80,26.23
Trincomalee,2016-12,93.40,25.79
Trincomalee,2017-01,227.60,25.30
Trincomalee,2017-02,44.30,25.73
Trincomalee,2017-03,115.90,26.95
Trincomalee,2017-04,12.50,29.57
Trincomalee,2017-05,48.70,29.81
Trincomalee,2017-06,20.20,30.16
Trincomalee,2017-07,58.40,29.99
Trincomalee,2017-08,85.40,29.02
Trincomalee,2017-09,57.80,28.39
Trincomalee,2017-10,179.50,27.91
Trincomalee,2017-11,366.40,26.18
Trincomalee,2017-12,135.90,25.90
Trincomalee,2018-01,34.30,25.34
Trincomalee,2018-02,60.90,25.85
Trincomalee,2018-03,79.70,27.18
Trincomalee,2018-04,51.50,28.14
Trincomalee,2018-05,153.90,28.01
Trincomalee,2018-06,13.70,29.39
Trincomalee,2018-07,32.90,29.65
Trincomalee,2018-08,48.80,29.11
Trincomalee,2018-09,63.00,28.59
Trincomalee,2018-10,332.50,26.48
Trincomalee,2018-11,384.20,26.13
Trincomalee,2018-12,135.80,25.90
Trincomalee,2019-01,28.70,25.75
Trincomalee,2019-02,56.30,26.60
Trincomalee,2019-03,7.10,27.97
Trincomalee,2019-04,22.90,29.15
Trincomalee,2019-05,21.80,30.65
Trincomalee,2019-06,15.30,30.81
Trincomalee,2019-07,39.90,29.91
Trincomalee,2019-08,61.40,29.03
Trincomalee,2019-09,156.10,28.23
Trincomalee,2019-10,246.50,26.45
Trincomalee,2019-11,183.60,26.73
Trincomalee,2019-12,277.20,26.15
Trincomalee,2020-01,53.80,26.47
Trincomalee,2020-02,30.80,26.92
Trincomalee,2020-03,10.60,27.73
Trincomalee,2020-04,25.20,29.20
Trincomalee,2020-05,77.70,29.45
Trincomalee,2020-06,52.70,29.74
Trincomalee,2020-07,69.40,28.80
Trincomalee,2020-08,32.80,29.26
Trincomalee,2020-09,98.40,28.20
Trincomalee,2020-10,100.10,28.68
Trincomalee,2020-11,260.00,26.63
Trincomalee,2020-12,514.30,25.60
Trincomalee,2021-01,567.50,25.66
Trincomalee,2021-02,47.20,25.88
Trincomalee,2021-03,31.70,27.51
Trincomalee,2021-04,69.40,28.38
Trincomalee,2021-05,56.40,28.68
Trincomalee,2021-06,67.30,29.25
Trincomalee,2021-07,75.00,29.16
Trincomalee,2021-08,64.20,28.86
Trincomalee,2021-09,83.50,28.65
Trincomalee,2021-10,215.60,27.22
Trincomalee,2021-11,395.20,25.96
Trincomalee,2021-12,109.70,26.33
Trincomalee,2022-01,125.80,25.69
Trincomalee,2022-02,129.40,26.14
Trincomalee,2022-03,41.50,27.22
Trincomalee,2022-04,137.90,27.29
Trincomalee,2022-05,27.40,29.19
Trincomalee,2022-06,65.80,29.00
Trincomalee,2022-07,78.00,28.65
Trincomalee,2022-08,92.90,28.18
Trincomalee,2022-09,41.80,28.43
Trincomalee,2022-10,287.60,26.67
Trincomalee,2022-11,313.80,25.86
Trincomalee,2022-12,256.40,25.48
Trincomalee,2023-01,149.50,25.45
Trincomalee,2023-02,108.40,25.85
Trincomalee,2023-03,65.30,27.06
Trincomalee,2023-04,61.20,28.42
Trincomalee,2023-05,106.00,28.77
Trincomalee,2023-06,16.10,30.38
Trincomalee,2023-07,31.40,29.87
Trincomalee,2023-08,84.00,29.50
Trincomalee,2023-09,184.20,28.30
Trincomalee,2023-10,374.30,26.72
Trincomalee,2023-11,449.10,26.05
Trincomalee,2023-12,361.00,26.24
Trincomalee,2024-01,158.00,26.48
Trincomalee,2024-02,30.80,27.44
Trincomalee,2024-03,32.20,27.75
Trincomalee,2024-04,41.10,29.13
Trincomalee,2024-05,253.00,29.10
Trincomalee,2024-06,42.70,28.89
Kurunegala,2010-01,35.30,24.86
Kurunegala,2010-02,9.80,26.70
Kurunegala,2010-03,56.80,28.39
Kurunegala,2010-04,195.00,26.91
Kurunegala,2010-05,206.40,26.29
Kurunegala,2010-06,213.10,25.65
Kurunegala,2010-07,211.20,25.33
Kurunegala,2010-08,150.90,25.07
Kurunegala,2010-09,150.80,24.99
Kurunegala,2010-10,336.10,24.78
Kurunegala,2010-11,351.30,24.46
Kurunegala,2010-12,434.90,23.67
Kurunegala,2011-01,351.70,23.60
Kurunegala,2011-02,256.40,24.65
Kurunegala,2011-03,55.90,26.37
Kurunegala,2011-04,219.50,25.98
Kurunegala,2011-05,86.80,26.10
Kurunegala,2011-06,83.10,25.90
Kurunegala,2011-07,164.30,25.40
Kurunegala,2011-08,156.90,25.29
Kurunegala,2011-09,183.40,25.53
Kurunegala,2011-10,274.90,25.57
Kurunegala,2011-11,169.00,25.04
Kurunegala,2011-12,176.40,24.53
Kurunegala,2012-01,17.50,24.88
Kurunegala,2012-02,48.70,25.76
Kurunegala,2012-03,50.40,27.40
Kurunegala,2012-04,142.60,26.21
Kurunegala,2012-05,37.30,26.98
Kurunegala,2012-06,112.80,25.83
Kurunegala,2012-07,112.40,25.76
Kurunegala,2012-08,142.30,25.66
Kurunegala,2012-09,132.70,25.91
Kurunegala,2012-10,376.40,25.46
Kurunegala,2012-11,294.50,25.01
Kurunegala,2012-12,132.50,24.75
Kurunegala,2013-01,159.70,24.31
Kurunegala,2013-02,76.60,25.32
Kurunegala,2013-03,156.90,26.39
Kurunegala,2013-04,99.60,27.06
Kurunegala,2013-05,147.30,26.14
Kurunegala,2013-06,309.00,24.62
Kurunegala,2013-07,143.20,24.88
Kurunegala,2013-08,153.00,25.20
Kurunegala,2013-09,182.40,24.84
Kurunegala,2013-10,226.80,25.07
Kurunegala,2013-11,198.70,25.05
Kurunegala,2013-12,96.60,24.19
Kurunegala,2014-01,76.20,24.36
Kurunegala,2014-02,5.50,25.85
Kurunegala,2014-03,12.50,28.01
Kurunegala,2014-04,220.10,26.63
Kurunegala,2014-05,178.20,26.20
Kurunegala,2014-06,99.20,25.98
Kurunegala,2014-07,109.20,25.54
Kurunegala,2014-08,154.30,25.19
Kurunegala,2014-09,170.30,25.21
Kurunegala,2014-10,521.00,24.92
Kurunegala,2014-11,292.80,24.46
Kurunegala,2014-12,491.90,24.24
Kurunegala,2015-01,13.10,25.23
Kurunegala,2015-02,51.20,25.53
Kurunegala,2015-03,75.80,26.99
Kurunegala,2015-04,252.30,26.31
Kurunegala,2015-05,172.20,26.25
Kurunegala,2015-06,154.20,25.99
Kurunegala,2015-07,112.90,25.68
Kurunegala,2015-08,129.20,25.75
Kurunegala,2015-09,173.70,25.51
Kurunegala,2015-10,785.00,25.28
Kurunegala,2015-11,376.10,24.95
Kurunegala,2015-12,167.60,25.32
Kurunegala,2016-01,9.70,25.91
Kurunegala,2016-02,10.60,27.39
Kurunegala,2016-03,21.80,29.30
Kurunegala,2016-04,74.20,28.74
Kurunegala,2016-05,783.20,26.18
Kurunegala,2016-06,155.00,25.63
Kurunegala,2016-07,102.30,25.59
Kurunegala,2016-08,79.10,25.64
Kurunegala,2016-09,64.60,25.58
Kurunegala,2016-10,87.30,26.00
Kurunegala,2016-11,205.80,25.15
Kurunegala,2016-12,37.40,25.16
Kurunegala,2017-01,85.50,25.57
Kurunegala,2017-02,23.10,26.21
Kurunegala,2017-03,137.00,26.98
Kurunegala,2017-04,100.20,27.94
Kurunegala,2017-05,187.10,26.89
Kurunegala,2017-06,163.60,25.95
Kurunegala,2017-07,109.10,26.50
Kurunegala,2017-08,189.40,25.74
Kurunegala,2017-09,148.10,25.51
Kurunegala,2017-10,325.70,25.33
Kurunegala,2017-11,293.10,25.00
Kurunegala,2017-12,97.40,25.05
Kurunegala,2018-01,31.90,24.90
Kurunegala,2018-02,23.50,26.38
Kurunegala,2018-03,108.30,27.33
Kurunegala,2018-04,187.20,27.04
Kurunegala,2018-05,267.70,26.02
Kurunegala,2018-06,222.00,25.41
Kurunegala,2018-07,151.50,25.66
Kurunegala,2018-08,167.30,25.51
Kurunegala,2018-09,179.70,25.96
Kurunegala,2018-10,701.00,25.00
Kurunegala,2018-11,349.10,25.09
Kurunegala,2018-12,66.80,24.97
Kurunegala,2019-01,18.50,25.50
Kurunegala,2019-02,150.60,26.02
Kurunegala,2019-03,21.10,27.99
Kurunegala,2019-04,211.20,28.01
Kurunegala,2019-05,45.20,27.52
Kurunegala,2019-06,123.50,26.87
Kurunegala,2019-07,114.10,26.64
Kurunegala,2019-08,313.30,25.49
Kurunegala,2019-09,227.90,25.46
Kurunegala,2019-10,589.20,24.97
Kurunegala,2019-11,201.90,25.55
Kurunegala,2019-12,86.10,25.31
Kurunegala,2020-01,13.50,25.86
Kurunegala,2020-02,8.60,26.99
Kurunegala,2020-03,31.50,28.69
Kurunegala,2020-04,229.50,27.72
Kurunegala,2020-05,205.80,26.94
Kurunegala,2020-06,168.20,26.51
Kurunegala,2020-07,172.30,25.98
Kurunegala,2020-08,167.50,26.11
Kurunegala,2020-09,327.20,25.10
Kurunegala,2020-10,126.10,25.64
Kurunegala,2020-11,204.10,25.53
Kurunegala,2020-12,339.10,24.80
Kurunegala,2021-01,169.80,24.76
Kurunegala,2021-02,12.70,25.85
Kurunegala,2021-03,87.10,26.90
Kurunegala,2021-04,290.10,26.90
Kurunegala,2021-05,476.60,26.06
Kurunegala,2021-06,168.30,25.75
Kurunegala,2021-07,201.90,25.92
Kurunegala,2021-08,201.40,25.47
Kurunegala,2021-09,215.50,25.62
Kurunegala,2021-10,382.50,25.26
Kurunegala,2021-11,409.50,24.41
Kurunegala,2021-12,54.00,25.29
Kurunegala,2022-01,23.60,25.67
Kurunegala,2022-02,61.20,25.91
Kurunegala,2022-03,52.80,26.95
Kurunegala,2022-04,228.00,26.10
Kurunegala,2022-05,219.20,25.98
Kurunegala,2022-06,111.10,25.82
Kurunegala,2022-07,153.10,25.95
Kurunegala,2022-08,221.70,25.47
Kurunegala,2022-09,88.20,25.66
Kurunegala,2022-10,362.20,24.76
Kurunegala,2022-11,290.20,24.73
Kurunegala,2022-12,224.30,24.35
Kurunegala,2023-01,68.10,24.24
Kurunegala,2023-02,87.90,25.12
Kurunegala,2023-03,116.00,26.74
Kurunegala,2023-04,160.40,27.31
Kurunegala,2023-05,170.40,26.76
Kurunegala,2023-06,102.80,26.65
Kurunegala,2023-07,160.90,26.30
Kurunegala,2023-08,37.30,27.53
Kurunegala,2023-09,190.90,25.33
Kurunegala,2023-10,379.40,25.19
Kurunegala,2023-11,564.60,25.06
Kurunegala,2023-12,275.50,25.44
Kurunegala,2024-01,140.90,25.34
Kurunegala,2024-02,15.60,27.35
Kurunegala,2024-03,56.30,28.68
Kurunegala,2024-04,127.90,28.53
Kurunegala,2024-05,434.40,26.97
Kurunegala,2024-06,26.70,26.58
Puttalam,2010-01,23.80,25.76
Puttalam,2010-02,5.80,27.11
Puttalam,2010-03,38.80,28.75
Puttalam,2010-04,174.70,28.34
Puttalam,2010-05,239.20,28.09
Puttalam,2010-06,143.50,27.50
Puttalam,2010-07,129.20,27.02
Puttalam,2010-08,81.10,26.74
Puttalam,2010-09,125.60,26.68
Puttalam,2010-10,274.50,26.63
Puttalam,2010-11,307.90,25.92
Puttalam,2010-12,404.70,25.12
Puttalam,2011-01,238.10,24.80
Puttalam,2011-02,236.70,25.47
Puttalam,2011-03,50.40,27.12
Puttalam,2011-04,194.40,27.26
Puttalam,2011-05,67.30,27.83
Puttalam,2011-06,70.50,27.52
Puttalam,2011-07,110.40,27.16
Puttalam,2011-08,126.70,26.98
Puttalam,2011-09,134.10,27.28
Puttalam,2011-10,234.90,26.90
Puttalam,2011-11,192.60,26.06
Puttalam,2011-12,112.40,25.77
Puttalam,2012-01,15.30,25.71
Puttalam,2012-02,50.60,26.80
Puttalam,2012-03,61.80,27.87
Puttalam,2012-04,111.30,27.64
Puttalam,2012-05,24.40,28.43
Puttalam,2012-06,96.50,27.57
Puttalam,2012-07,82.90,27.77
Puttalam,2012-08,115.20,27.39
Puttalam,2012-09,108.10,27.39
Puttalam,2012-10,336.80,26.66
Puttalam,2012-11,146.10,26.22
Puttalam,2012-12,143.30,25.78
Puttalam,2013-01,83.90,25.46
Puttalam,2013-02,77.70,26.15
Puttalam,2013-03,126.00,27.35
Puttalam,2013-04,80.30,28.40
Puttalam,2013-05,114.50,27.93
Puttalam,2013-06,169.00,26.82
Puttalam,2013-07,91.70,26.78
Puttalam,2013-08,70.40,26.97
Puttalam,2013-09,140.60,26.77
Puttalam,2013-10,221.50,26.94
Puttalam,2013-11,150.50,26.26
Puttalam,2013-12,58.90,25.65
Puttalam,2014-01,89.90,25.27
Puttalam,2014-02,7.80,26.61
Puttalam,2014-03,23.50,28.57
Puttalam,2014-04,177.90,27.97
Puttalam,2014-05,200.60,27.78
Puttalam,2014-06,58.60,27.98
Puttalam,2014-07,46.60,27.76
Puttalam,2014-08,138.30,27.11
Puttalam,2014-09,145.70,27.01
Puttalam,2014-10,446.90,26.49
Puttalam,2014-11,310.80,25.91
Puttalam,2014-12,337.90,25.35
Puttalam,2015-01,10.10,25.89
Puttalam,2015-02,50.30,26.18
Puttalam,2015-03,79.90,27.63
Puttalam,2015-04,157.80,27.67
Puttalam,2015-05,196.50,27.69
Puttalam,2015-06,148.40,27.63
Puttalam,2015-07,71.10,27.50
Puttalam,2015-08,79.40,27.55
Puttalam,2015-09,160.80,27.02
Puttalam,2015-10,431.90,26.66
Puttalam,2015-11,317.20,26.22
Puttalam,2015-12,207.30,26.30
Puttalam,2016-01,9.10,26.51
Puttalam,2016-02,24.70,27.77
Puttalam,2016-03,26.10,29.26
Puttalam,2016-04,72.90,29.33
Puttalam,2016-05,594.60,28.09
Puttalam,2016-06,129.40,27.60
Puttalam,2016-07,60.90,27.33
Puttalam,2016-08,41.70,27.44
Puttalam,2016-09,46.50,27.18
Puttalam,2016-10,76.10,27.49
Puttalam,2016-11,189.50,26.26
Puttalam,2016-12,37.50,26.07
Puttalam,2017-01,79.20,25.29
Puttalam,2017-02,15.60,25.81
Puttalam,2017-03,128.80,27.08
Puttalam,2017-04,75.00,28.59
Puttalam,2017-05,178.60,28.36
Puttalam,2017-06,175.30,27.66
Puttalam,2017-07,60.90,27.87
Puttalam,2017-08,113.40,27.34
Puttalam,2017-09,137.70,26.98
Puttalam,2017-10,302.20,26.75
Puttalam,2017-11,265.10,26.01
Puttalam,2017-12,85.60,25.57
Puttalam,2018-01,17.70,25.14
Puttalam,2018-02,20.40,26.44
Puttalam,2018-03,72.30,27.65
Puttalam,2018-04,163.20,27.77
Puttalam,2018-05,297.00,27.17
Puttalam,2018-06,141.90,27.31
Puttalam,2018-07,21.90,27.01
Puttalam,2018-08,40.00,26.67
Puttalam,2018-09,108.60,27.18
Puttalam,2018-10,390.10,26.13
Puttalam,2018-11,427.80,25.83
Puttalam,2018-12,87.20,25.70
Puttalam,2019-01,7.20,25.41
Puttalam,2019-02,79.30,26.86
Puttalam,2019-03,18.20,28.08
Puttalam,2019-04,124.60,28.37
Puttalam,2019-05,40.40,28.83
Puttalam,2019-06,84.40,28.56
Puttalam,2019-07,48.30,28.16
Puttalam,2019-08,194.90,27.40
Puttalam,2019-09,186.20,26.86
Puttalam,2019-10,643.20,26.11
Puttalam,2019-11,173.20,26.53
Puttalam,2019-12,139.70,25.99
Puttalam,2020-01,13.20,26.32
Puttalam,2020-02,5.00,27.46
Puttalam,2020-03,30.90,28.21
Puttalam,2020-04,128.70,28.26
Puttalam,2020-05,128.50,28.50
Puttalam,2020-06,121.60,28.11
Puttalam,2020-07,87.50,27.57
Puttalam,2020-08,81.20,27.37
Puttalam,2020-09,201.90,26.86
Puttalam,2020-10,63.10,27.27
Puttalam,2020-11,235.10,26.43
Puttalam,2020-12,362.80,25.51
Puttalam,2021-01,133.70,25.49
Puttalam,2021-02,13.30,25.83
Puttalam,2021-03,81.70,27.26
Puttalam,2021-04,94.10,27.95
Puttalam,2021-05,272.80,27.54
Puttalam,2021-06,100.20,27.59
Puttalam,2021-07,73.70,27.43
Puttalam,2021-08,51.50,27.30
Puttalam,2021-09,96.10,27.43
Puttalam,2021-10,332.40,26.53
Puttalam,2021-11,592.80,25.71
Puttalam,2021-12,77.20,25.87
Puttalam,2022-01,51.90,25.87
Puttalam,2022-02,47.10,26.02
Puttalam,2022-03,39.30,27.21
Puttalam,2022-04,199.30,27.11
Puttalam,2022-05,189.20,27.84
Puttalam,2022-06,79.10,27.39
Puttalam,2022-07,56.70,27.23
Puttalam,2022-08,116.10,26.86
Puttalam,2022-09,65.40,26.87
Puttalam,2022-10,203.80,26.27
Puttalam,2022-11,201.70,25.61
Puttalam,2022-12,187.50,25.54
Puttalam,2023-01,85.60,24.79
Puttalam,2023-02,81.20,25.61
Puttalam,2023-03,78.10,27.13
Puttalam,2023-04,155.40,27.73
Puttalam,2023-05,150.50,28.20
Puttalam,2023-06,84.10,28.34
Puttalam,2023-07,46.00,28.03
Puttalam,2023-08,28.10,28.53
Puttalam,2023-09,211.80,27.25
Puttalam,2023-10,308.00,26.30
Puttalam,2023-11,485.10,25.84
Puttalam,2023-12,258.00,26.10
Puttalam,2024-01,155.80,25.95
Puttalam,2024-02,26.80,27.57
Puttalam,2024-03,53.70,28.24
Puttalam,2024-04,119.50,28.67
Puttalam,2024-05,414.80,28.39
Puttalam,2024-06,41.80,27.69
Anuradhapura,2010-01,58.50,24.71
Anuradhapura,2010-02,6.00,26.17
Anuradhapura,2010-03,61.30,28.35
Anuradhapura,2010-04,130.50,28.46
Anuradhapura,2010-05,115.50,27.66
Anuradhapura,2010-06,40.50,27.56
Anuradhapura,2010-07,49.00,27.35
Anuradhapura,2010-08,82.30,27.13
Anuradhapura,2010-09,128.90,26.73
Anuradhapura,2010-10,154.80,26.30
Anuradhapura,2010-11,318.90,25.13
Anuradhapura,2010-12,586.80,24.00
Anuradhapura,2011-01,353.90,23.64
Anuradhapura,2011-02,387.80,24.60
Anuradhapura,2011-03,39.70,26.65
Anuradhapura,2011-04,197.10,26.93
Anuradhapura,2011-05,25.20,27.64
Anuradhapura,2011-06,17.00,27.85
Anuradhapura,2011-07,39.40,27.45
Anuradhapura,2011-08,53.10,27.14
Anuradhapura,2011-09,40.30,27.46
Anuradhapura,2011-10,208.30,26.67
Anuradhapura,2011-11,152.40,25.24
Anuradhapura,2011-12,126.40,24.74
Anuradhapura,2012-01,23.80,24.49
Anuradhapura,2012-02,37.90,25.60
Anuradhapura,2012-03,44.00,27.95
Anuradhapura,2012-04,107.70,27.34
Anuradhapura,2012-05,10.80,28.56
Anuradhapura,2012-06,18.30,27.99
Anuradhapura,2012-07,38.10,28.00
Anuradhapura,2012-08,18.40,27.85
Anuradhapura,2012-09,30.40,27.79
Anuradhapura,2012-10,368.60,26.27
Anuradhapura,2012-11,204.20,25.45
Anuradhapura,2012-12,173.70,24.74
Anuradhapura,2013-01,161.60,24.31
Anuradhapura,2013-02,104.10,25.17
Anuradhapura,2013-03,72.70,26.73
Anuradhapura,2013-04,56.70,28.37
Anuradhapura,2013-05,81.60,27.77
Anuradhapura,2013-06,58.90,26.84
Anuradhapura,2013-07,42.10,27.03
Anuradhapura,2013-08,80.40,27.22
Anuradhapura,2013-09,51.40,26.69
Anuradhapura,2013-10,191.50,26.81
Anuradhapura,2013-11,104.40,25.54
Anuradhapura,2013-12,108.00,24.47
Anuradhapura,2014-01,223.50,23.97
Anuradhapura,2014-02,11.90,25.23
Anuradhapura,2014-03,8.00,27.51
Anuradhapura,2014-04,146.70,28.18
Anuradhapura,2014-05,136.10,27.45
Anuradhapura,2014-06,20.70,28.26
Anuradhapura,2014-07,15.00,28.26
Anuradhapura,2014-08,75.70,27.35
Anuradhapura,2014-09,109.90,27.16
Anuradhapura,2014-10,273.80,25.95
Anuradhapura,2014-11,290.50,24.89
Anuradhapura,2014-12,382.90,24.32
Anuradhapura,2015-01,10.50,24.90
Anuradhapura,2015-02,83.30,24.94
Anuradhapura,2015-03,42.80,26.75
Anuradhapura,2015-04,135.80,27.33
Anuradhapura,2015-05,140.70,27.24
Anuradhapura,2015-06,46.40,27.43
Anuradhapura,2015-07,26.60,27.69
Anuradhapura,2015-08,69.60,27.76
Anuradhapura,2015-09,90.70,27.04
Anuradhapura,2015-10,304.30,26.24
Anuradhapura,2015-11,341.30,25.27
Anuradhapura,2015-12,195.30,25.25
Anuradhapura,2016-01,19.80,25.17
Anuradhapura,2016-02,18.20,26.44
Anuradhapura,2016-03,29.60,28.74
Anuradhapura,2016-04,45.80,29.66
Anuradhapura,2016-05,369.10,27.48
Anuradhapura,2016-06,32.00,27.32
Anuradhapura,2016-07,23.50,27.59
Anuradhapura,2016-08,31.80,27.81
Anuradhapura,2016-09,15.70,27.71
Anuradhapura,2016-10,70.40,27.61
Anuradhapura,2016-11,246.80,25.40
Anuradhapura,2016-12,39.30,25.09
Anuradhapura,2017-01,135.10,24.41
Anuradhapura,2017-02,29.20,25.11
Anuradhapura,2017-03,134.60,26.88
Anuradhapura,2017-04,42.60,29.23
Anuradhapura,2017-05,76.50,28.48
Anuradhapura,2017-06,46.20,28.04
Anuradhapura,2017-07,49.60,28.58
Anuradhapura,2017-08,83.60,27.73
Anuradhapura,2017-09,152.60,26.83
Anuradhapura,2017-10,215.50,26.48
Anuradhapura,2017-11,266.10,25.34
Anuradhapura,2017-12,108.90,24.89
Anuradhapura,2018-01,24.10,24.27
Anuradhapura,2018-02,26.80,25.41
Anuradhapura,2018-03,59.60,27.37
Anuradhapura,2018-04,119.90,28.01
Anuradhapura,2018-05,207.40,26.96
Anuradhapura,2018-06,52.10,27.18
Anuradhapura,2018-07,13.40,27.89
Anuradhapura,2018-08,58.80,27.56
Anuradhapura,2018-09,227.80,27.70
Anuradhapura,2018-10,439.10,25.64
Anuradhapura,2018-11,372.60,25.15
Anuradhapura,2018-12,97.90,24.95
Anuradhapura,2019-01,11.30,24.44
Anuradhapura,2019-02,82.50,26.12
Anuradhapura,2019-03,11.00,28.21
Anuradhapura,2019-04,108.30,28.78
Anuradhapura,2019-05,17.20,29.04
Anuradhapura,2019-06,16.10,28.98
Anuradhapura,2019-07,30.00,28.66
Anuradhapura,2019-08,98.30,27.56
Anuradhapura,2019-09,154.30,27.21
Anuradhapura,2019-10,410.10,25.70
Anuradhapura,2019-11,158.70,25.93
Anuradhapura,2019-12,157.00,25.18
Anuradhapura,2020-01,20.30,25.28
Anuradhapura,2020-02,9.70,26.04
Anuradhapura,2020-03,31.40,27.82
Anuradhapura,2020-04,96.30,28.43
Anuradhapura,2020-05,180.10,28.06
Anuradhapura,2020-06,90.30,27.98
Anuradhapura,2020-07,129.70,27.55
Anuradhapura,2020-08,30.10,27.67
Anuradhapura,2020-09,144.10,26.74
Anuradhapura,2020-10,67.00,27.35
Anuradhapura,2020-11,249.30,25.94
Anuradhapura,2020-12,404.60,24.71
Anuradhapura,2021-01,253.90,24.69
Anuradhapura,2021-02,30.60,25.07
Anuradhapura,2021-03,60.30,26.76
Anuradhapura,2021-04,120.00,27.68
Anuradhapura,2021-05,193.10,27.17
Anuradhapura,2021-06,59.80,27.40
Anuradhapura,2021-07,56.30,27.71
Anuradhapura,2021-08,44.20,27.63
Anuradhapura,2021-09,97.30,27.51
Anuradhapura,2021-10,260.30,26.18
Anuradhapura,2021-11,399.30,25.02
Anuradhapura,2021-12,57.60,25.27
Anuradhapura,2022-01,41.70,25.07
Anuradhapura,2022-02,82.70,25.10
Anuradhapura,2022-03,55.90,26.79
Anuradhapura,2022-04,219.70,26.66
Anuradhapura,2022-05,67.20,27.35
Anuradhapura,2022-06,58.70,27.29
Anuradhapura,2022-07,96.50,27.37
Anuradhapura,2022-08,138.20,26.88
Anuradhapura,2022-09,46.10,26.99
Anuradhapura,2022-10,254.50,25.85
Anuradhapura,2022-11,194.90,25.06
Anuradhapura,2022-12,214.90,24.71
Anuradhapura,2023-01,80.70,23.98
Anuradhapura,2023-02,120.40,24.92
Anuradhapura,2023-03,82.90,26.63
Anuradhapura,2023-04,138.10,27.74
Anuradhapura,2023-05,130.10,27.61
Anuradhapura,2023-06,23.30,28.23
Anuradhapura,2023-07,37.50,28.22
Anuradhapura,2023-08,63.20,28.83
Anuradhapura,2023-09,81.70,27.33
Anuradhapura,2023-10,298.20,26.19
Anuradhapura,2023-11,527.90,25.44
Anuradhapura,2023-12,278.90,25.38
Anuradhapura,2024-01,134.20,25.22
Anuradhapura,2024-02,12.00,26.77
Anuradhapura,2024-03,42.90,28.08
Anuradhapura,2024-04,63.40,29.29
Anuradhapura,2024-05,280.00,27.96
Anuradhapura,2024-06,20.60,27.48
Kalutara,2010-01,91.20,26.11
Kalutara,2010-02,69.80,26.85
Kalutara,2010-03,61.00,27.76
Kalutara,2010-04,260.80,27.33
Kalutara,2010-05,321.90,27.04
Kalutara,2010-06,388.40,26.54
Kalutara,2010-07,246.90,26.20
Kalutara,2010-08,201.50,26.05
Kalutara,2010-09,265.00,25.85
Kalutara,2010-10,281.70,26.10
Kalutara,2010-11,495.50,25.55
Kalutara,2010-12,406.20,24.98
Kalutara,2011-01,162.60,24.82
Kalutara,2011-02,115.50,25.60
Kalutara,2011-03,117.70,26.50
Kalutara,2011-04,274.10,26.35
Kalutara,2011-05,213.20,26.71
Kalutara,2011-06,171.20,26.76
Kalutara,2011-07,257.70,26.11
Kalutara,2011-08,266.40,26.11
Kalutara,2011-09,283.20,26.30
Kalutara,2011-10,283.60,26.16
Kalutara,2011-11,293.10,25.92
Kalutara,2011-12,230.20,25.62
Kalutara,2012-01,64.10,25.74
Kalutara,2012-02,159.10,26.24
